insurance,gender,ethnicity,diagnosis,count
Private,F,WHITE,CATH,7.0
Private,F,WHITE,CELLULITIS,2.375
Private,F,WHITE,"CELLULITIS, HIP PAIN",2.0
Private,F,WHITE,CELLULITIS;L FOOT ULCER,5.0
Private,F,WHITE,CENTRAL AIRWAY OBSTRUCTION,2.0
Private,F,WHITE,CENTRAL NERVOUS SYSTEM LYMPHOMA,3.0
Private,F,WHITE,CEREBELLAR MASS,2.0
Private,F,WHITE,CEREBRAL ANEURYSM/SDA,2.909090909090909
Private,F,WHITE,CEREBRAL ANUERYSM/SDA,4.0
Private,F,WHITE,CEREBRAL CYST/SDA,3.0
Private,F,WHITE,CEREBRAL METASTASES;BRAIN TUMOR,2.0
Private,F,WHITE,CEREBRIAL ANEURYSM/SDA,3.0
Private,F,WHITE,CEREBROVASCULAR ANOMALY/SDA,2.0
Private,F,WHITE,CERVICAL CA/SDA,2.0
Private,F,WHITE,CERVICAL MYLEOPATHY/SDA,2.0
Private,F,WHITE,CERVICAL TRACHEOBRONCHOMALASIA/SDA,4.0
Private,F,WHITE,CHANGE IN MENTAL STATUS,2.0
Private,F,WHITE,CHARCOT RIGHT ANKLE,2.0
Private,F,WHITE,CHEMO,3.0
Private,F,WHITE,CHEST PAIN,4.928571428571429
Private,F,WHITE,CHEST PAIN ,3.0
Private,F,WHITE,CHEST PAIN/CATH,2.0
Private,F,WHITE,CHEST PAIN;BOWEL OBSTRUCTION;ACUTE RENAL FAILURE,6.0
Private,F,WHITE,CHEST PAIN;TELEMETRY,12.25
Private,F,WHITE,CHF CELLULITIS,4.0
Private,F,WHITE,CHF\AORTIC VALVE REPLACEMENT/SDA,2.0
Private,F,WHITE,CHF\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,3.0
Private,F,WHITE,CHIARI 1 MALFORMATION/SDA,3.0
Private,F,WHITE,CHIARI MALFORMATION/SDA,3.0
Private,F,WHITE,CHOLANGIOCARCINOMA;UPPER GASTROINTESTINA BLEED,3.0
Private,F,WHITE,CHOLANGITIS,2.0
Private,F,WHITE,CHOLECYSTITIS,2.5
Private,F,WHITE,CHOLYCYSTITIS,6.0
Private,F,WHITE,CHRON'S DISEASE;THROMBOCTOPENIA;CVID,4.0
Private,F,WHITE,CHRONIC OBST PULM DISEASE,3.0
Private,F,WHITE,CHRONIC OBSTRUCTIVE PULMOMARY DISEASE,2.0
Private,F,WHITE,CHRONIC RENAL FAILURE/SDA,2.0
Private,F,WHITE,CIRRHOSIS,2.0
Private,F,WHITE,CIRRHOSIS;ASCITES;CHEST PAIN;TELEMETRY,3.0
Private,F,WHITE,CIRRHOSIS;HEPATITIS;HEPATIC ENCEPHALOPATHY,2.0
Private,F,WHITE,CIRRHOSIS;JAUNDICE,5.0
Private,F,WHITE,CLAUDICATION RIGHT,3.0
Private,F,WHITE,CNS MASS,2.0
Private,F,WHITE,COMPLETE HEART BLOCK,7.0
Private,F,WHITE,CONFUSION-HYPOGLYCEMIA,3.0
Private,F,WHITE,CONGESTIVE HEART FAILURE,3.4444444444444446
Private,F,WHITE,CONGESTIVE HEART FAILURE;,5.0
Private,F,WHITE,CONGESTIVE HEART FAILURE;COPD,4.0
Private,F,WHITE,CONGESTIVE HEART FAILURE;ELEVATED CREATININE,3.0
Private,F,WHITE,CONGESTIVE HEART FAILURE;RENAL FAILURE,3.0
Private,F,WHITE,CONGESTIVE HEART FAILURE;S/P CABG,2.0
Private,F,WHITE,CONGESTIVE HEART FAILURE\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT,2.0
Private,F,WHITE,COPD EXACERBATION,6.666666666666667
Private,F,WHITE,COPD FLARE,7.333333333333333
Private,F,WHITE,CORD COMPRESSION,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE,2.111111111111111
Private,F,WHITE,CORONARY ARTERY DISEASE/SDA,3.0
Private,F,WHITE,CORONARY ARTERY DISEASE/SDA\AORTIC VALVE REPLACEMENT WITH STERNOTOMY,3.0
Private,F,WHITE,CORONARY ARTERY DISEASE;+ETT\ANGIOPLASTY,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT WITH MVR  TVR/SDA,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE;PROGRESSIVE CHEST PAIN\CATH,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE\ OFF PUMP CORONARY ARTERY BYPASS/SDA,9.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CATH,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CATH WITH BRACHY S/B,5.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH ? MVR VS REPLACEMENT  /SDA,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,2.0
Private,F,WHITE,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT/SDA,2.6
Private,F,WHITE,CORONARY ARTERY DISEASE\LEFT HEART CATH,3.0
Private,F,WHITE,CORONARY ARTERY DISEASE\MITRAL VALVE REPLACEMENT REDO W/TARGET VESSEL REVASCULARIZATION/SDA,6.0
Private,F,WHITE,CORONARY ARTERY DISEASE\OFF PUMP CORONARY ARTERY BYPASS ENDOSCOPIC LEFT CHEST /SDA,4.0
Private,F,WHITE,CRF/SDA,3.0
Private,F,WHITE,CROHN'S COLITIS,3.0
Private,F,WHITE,CROHN'S DISEASE,7.0
Private,F,WHITE,CROHN'S DISEASE/SDA,7.0
Private,F,WHITE,CROHN'S FLARE,4.0
Private,F,WHITE,CROHN'S; PERFORATION,2.0
Private,F,WHITE,CROHNS FLAIR,7.0
Private,F,WHITE,DECREASE TEMPERATURE;HYPERBILIRUBINEMIA,2.0
Private,F,WHITE,DEEP VEIN THROMBOSIS,2.0
Private,F,WHITE,DEHYDRATION,2.25
Private,F,WHITE,DEHYDRATION;JAUNDICE,2.0
Private,F,WHITE,DELERIUM,8.5
Private,F,WHITE,DELTA MS,9.0
Private,F,WHITE,DIABETIC FOOT ULCER,4.0
Private,F,WHITE,DIABETIC KETOACIDOSIS,3.9705882352941178
Private,F,WHITE,DIABETIC KETOACIDOSIS;GASTROINTESTINAL BLEED;TELEMETRY,4.0
Private,F,WHITE,DIABETIC KETOACIDOSIS;TELEMETRY,6.0
Private,F,WHITE,DIABETIC KETOACIDOSIS;URINARY TRACT INFECTION,4.0
Private,F,WHITE,DIABETID KETOACIDOSIS,8.0
Private,F,WHITE,DIGOXIN TOXICITY;HYPERTENSION,7.0
Private,F,WHITE,DILATED AORTIC ROOT,2.0
Private,F,WHITE,"DISCITIS, OSTEOMYELITIS/SDA",2.0
Private,F,WHITE,DISSECTING AORTIC ANEURYSM,4.0
Private,F,WHITE,DIVERTICULAR STRICTURE/SDA,2.0
Private,F,WHITE,DIVERTICULITIS,3.0
Private,F,WHITE,DIVERTICULITIS WITH MICRO PERFORATION,3.0
Private,F,WHITE,DIVERTICULITIS/SDA,2.0
Private,F,WHITE,DKA,4.0
Private,F,WHITE,"DKA, R/O MI",8.0
Private,F,WHITE,"DKA,SEPSIS",5.0
Private,F,WHITE,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,2.0
Private,F,WHITE,DUODENAL PERFORATION,2.0
Private,F,WHITE,DUODENAL TUMOR/SDA,2.0
Private,F,WHITE,DVT,2.0
Private,F,WHITE,DYSNEA,8.0
Private,F,WHITE,DYSPHAGIA\EUS,3.0
Private,F,WHITE,DYSPNEA,4.6923076923076925
Private,F,WHITE,DYSPNEA;HYPOXIA,6.0
Private,F,WHITE,DYSPNEA;MAST CELL ACTIVATION,17.0
Private,F,WHITE,DYSPNEA;MAST CELL DEGRANULATION,17.0
Private,F,WHITE,DYSPNEA;S/P EGD,2.0
Private,F,WHITE,DYSPNEA;SARCOID FLARE;?PNEUMONIA,4.0
Private,F,WHITE,DYSPNEA;TACHYCARDIA,2.0
Private,F,WHITE,DYSPNEA;TRACHIAL STENOSIS,2.0
Private,F,WHITE,ECOLI; SEPSIS,3.0
Private,F,WHITE,ELEVATED WHITE COUNT,2.0
Private,F,WHITE,ENCEPHALITIS,2.0
Private,F,WHITE,ENCEPHALOPATHY,9.0
Private,F,WHITE,ENDOBRONCHIAL TUMOR,3.0
Private,F,WHITE,ENDOCARDITIS,2.0
Private,F,WHITE,ENDOCARDITIS;MITRAL REGURGITATION,2.0
Private,F,WHITE,ENDOMETRIAL CANCER,8.0
Private,F,WHITE,ENTEROCUTANEOUS FISTULA,4.0
Private,F,WHITE,EPIDURAL ABSCESS;ASCITES;SEPSIS,2.0
Private,F,WHITE,EPIGLOTTITIS,6.0
Private,F,WHITE,EPILEPSY/SDA,2.0
Private,F,WHITE,ESOPHAGEAL CA/SDA,2.0
Private,F,WHITE,ESOPHAGEAL CANCER/SDA,2.0
Private,F,WHITE,ESOPHAGEAL DIVERTICULUM,2.0
Private,F,WHITE,ESOPHAGEAL FOREIGN BODY,6.0
Private,F,WHITE,ESOPHAGEAL VARICES,3.0
Private,F,WHITE,ESOPHAGIAL CA/SDA,2.0
Private,F,WHITE,ETOH CIRRHOSIS/SDA,3.0
Private,F,WHITE,ETOH CIRRHOSIS;UPPER GI BLEED,3.0
Private,F,WHITE,ETOH INTOXICATION/RESPIRATORY FAILURE,2.0
Private,F,WHITE,EVOLVING MI\CATH,2.0
Private,F,WHITE,EXCESS SKIN OF ABDOMINAL WALL/SDA,2.0
Private,F,WHITE,EXPLORATION UNDER ANESTHESIA,3.0
Private,F,WHITE,EXTREME PREMATURITY,2.0
Private,F,WHITE,EXTRNAL DRAINAGE,2.0
Private,F,WHITE,FACIAL INFECTION,4.0
Private,F,WHITE,FAILURE OF FIXATION/SDA,2.0
Private,F,WHITE,FAILURE TO THRIVE,2.5
Private,F,WHITE,FALL,3.0
Private,F,WHITE,FEBRILE NEUTROPENIA,2.5
Private,F,WHITE,FEER;NAUSEA;VOMITING,4.0
Private,F,WHITE,FEMUR-TIBIAL AND C2 FRACTURE,2.0
Private,F,WHITE,FEVER,2.90625
Private,F,WHITE,FEVER UNKNOWN ORIGIN,4.0
Private,F,WHITE,"FEVER,ABDOMINAL PAIN",3.0
Private,F,WHITE,"FEVER,ETIOLOGY UNKNOWN",2.5
Private,F,WHITE,FEVER-ALTERED MENTAL STATUS,4.0
Private,F,WHITE,FEVER-HYPERTENSION,2.0
Private,F,WHITE,FEVER-S/P LIVER TRANSPLANT,2.0
Private,F,WHITE,FEVER; N/V,2.0
Private,F,WHITE,FEVER;ABDOMINAL PAIN,3.0
Private,F,WHITE,FEVER;JAUNDICE,3.0
Private,F,WHITE,FEVER;LINE SEPSIS,6.0
Private,F,WHITE,FEVER;NEUTROPENIA,2.0
Private,F,WHITE,FEVER;R/O LINE SEPSIS,4.0
Private,F,WHITE,FEVER;SHORTNESS OF BREATH,4.0
Private,F,WHITE,FEVER;TACHYCARDIA,2.0
Private,F,WHITE,FEVER;VOMITING,4.0
Private,F,WHITE,FOLLOW-UP COMMON BILE DUCT INJURY/SDA,2.0
Private,F,WHITE,FOOD IMPACTION,3.0
Private,F,WHITE,G.I. BLEED,2.0
Private,F,WHITE,GALLSTONE PANCREATITIS,2.0
Private,F,WHITE,GALLSTONE/PACREATIC CYST/SDA,3.0
Private,F,WHITE,GALLSTONES,2.0
Private,F,WHITE,"GALLSTONES, NEED FOR ACCESS",8.0
Private,F,WHITE,GANGRENE L LEG,6.0
Private,F,WHITE,GASTRIC MASS/SDA,2.0
Private,F,WHITE,GASTROINTESTINAL BLEED,3.85
Private,F,WHITE,GASTROINTESTINAL BLEED;PNEUMONIA,2.0
Private,F,WHITE,GASTROINTESTINAL BLEED;TELMETRY,4.0
Private,F,WHITE,GASTROPARESIS\PLACEMENT OF G-TUBE **REMOTE WEST**/SDA,3.0
Private,F,WHITE,GI BLEED,3.0
Private,F,WHITE,"GLIOBLASTOMA, S/P FALL",3.0
Private,F,WHITE,"GLIOBLASTOMA,NAUSEA",2.0
Private,F,WHITE,GOITER MULTINODULAR/SDA,2.0
Private,F,WHITE,GUNSHOT WOUND TO FACE,2.0
Private,F,WHITE,HAMATEMESIS;UPPER GASTROINTESTINAL BLEED,2.0
Private,F,WHITE,HEAD BLEED,2.0
Private,F,WHITE,HEADACHE,5.2
Private,F,WHITE,HEART FAILURE,3.5
Private,F,WHITE,HEART FAILURE;PNEUMONIA,5.0
Private,F,WHITE,HEMATEMESIS,6.0
Private,F,WHITE,HEMATOMA,2.5
Private,F,WHITE,HEP C CIRRHOSIS,5.0
Private,F,WHITE,HEPATIC ENCEEPHALOPATHY,9.0
Private,F,WHITE,HEPATITIS,2.0
Private,F,WHITE,HEPATORENAL CIRRHOSIS,2.0
Private,F,WHITE,"HERNIA,HEMATURIA,S/P LIVER TX",2.0
Private,F,WHITE,HIGH BILIRUBIN,2.0
Private,F,WHITE,HIP FRACTURE,3.0
Private,F,WHITE,HISTORY OF BREAST CA/SDA,3.0
Private,F,WHITE,HYPERBILINEMIA,2.0
Private,F,WHITE,HYPERBILIRUBANEMIA,2.0
Private,F,WHITE,HYPERBILIRUBIN,2.0
Private,F,WHITE,HYPERBILIRUBINEMA,2.0
Private,F,WHITE,HYPERBILIRUBINEMIA,2.0
Private,F,WHITE,HYPERBILRUBINEIMA,2.0
Private,F,WHITE,HYPERGLYCEMIA,4.75
Private,F,WHITE,HYPERGLYCEMIA;CONGESTIVE HEART FAILURE;TELEMETRY,8.0
Private,F,WHITE,HYPERGLYCEMIA;DYSPNEA,4.0
Private,F,WHITE,HYPERKALEMIA,3.75
Private,F,WHITE,HYPERPARATHYROIDISM;RIGHT THYROID MALIGNANT NEOPLASM/SDA,2.0
Private,F,WHITE,HYPERTENSION,10.0
Private,F,WHITE,HYPERTENSIVE EMERGENCY,5.5
Private,F,WHITE,HYPERTENSIVE URGENCY,10.0
Private,F,WHITE,HYPERTHERMIA,2.0
Private,F,WHITE,HYPERVILIRUBINEMIA,2.0
Private,F,WHITE,HYPOGLYCEMIA,2.0
Private,F,WHITE,HYPONATREMIA,2.75
Private,F,WHITE,HYPOTENSION,5.571428571428571
Private,F,WHITE,"HYPOTENSION,BRADYCARDIA",4.0
Private,F,WHITE,HYPOTENSION-END STAGE RENAL CANCER,3.0
Private,F,WHITE,HYPOTENSION-GASTROINTESTINAL BLEED,11.0
Private,F,WHITE,HYPOTENSION;ANEMIA;HYPONATREMIA,2.0
Private,F,WHITE,HYPOTENSION;CONFUSION,5.0
Private,F,WHITE,HYPOTENSION;ESLD,2.0
Private,F,WHITE,"HYPOTENSION;FEVER,ETIOLOGY UNKNOWN",3.0
Private,F,WHITE,HYPOTENSION;R/O REJECTION;ELEVATED LFTS,5.0
Private,F,WHITE,HYPOTENSION;RENAL FAILURE;CIRHOSIS,2.0
Private,F,WHITE,HYPOVENTILATION,2.0
Private,F,WHITE,HYPOXIA,4.375
Private,F,WHITE,"HYPOXIA,SHOCK",4.0
Private,F,WHITE,HYPOXIA/HYPOTENSION/NAUSEA/VOMITING,5.0
Private,F,WHITE,ICA ANEURYSM/SDA,3.0
Private,F,WHITE,IDIOPATHIC SCOLIOSIS/SDA,2.0
Private,F,WHITE,ILEOSTOMY W/ COMPLICATION/SDA,2.0
Private,F,WHITE,INCARCERATED HERNIA,2.0
Private,F,WHITE,INCISIONAL HERNIA/SDA,3.5
Private,F,WHITE,INCISONAL DEFECT/SDA,3.0
Private,F,WHITE,INCREASED LFT'S; S/P LIVER TX,6.0
Private,F,WHITE,INFECTED AXILLO FEMORAL GRAFT/SDA,3.0
Private,F,WHITE,INFECTED PACER SITE/SEPSIS,2.0
Private,F,WHITE,INFECTED PANCREATIC PSEUDOCYST,2.0
Private,F,WHITE,INFECTED R LEG;IV ANTIBIOTICS,3.0
Private,F,WHITE,INFECTED SEROMA,2.0
Private,F,WHITE,INFECTED ULCER,2.0
Private,F,WHITE,INFECTION;ACUTE RENAL FAILURE,2.0
Private,F,WHITE,INTERANAL CORTID ARTERY STENOSIS/SDA,2.0
Private,F,WHITE,INTERCRANIAL CAROTID STENOSIS/SDA,3.0
Private,F,WHITE,INTERCRANIAL HEMORRHAGE,2.0
Private,F,WHITE,INTERPARENCHYMAL BLEED,4.0
Private,F,WHITE,INTRAABDOMINAL ABSCESS,2.0
Private,F,WHITE,INTRACRANIAL BLEED,2.0
Private,F,WHITE,INTRACRANIAL BLEEDING MASS;TELEMETRY,2.0
Private,F,WHITE,INTRACRANIAL HEMORRHAGE,2.4444444444444446
Private,F,WHITE,INTRACUTANEOUS FISTULA,5.0
Private,F,WHITE,INTRAVENTRICULAR BRAIN TUMOR/SDA,2.0
Private,F,WHITE,INVERTED STOMA/SDA,2.0
Private,F,WHITE,ISCHEMIA LEFT TOE,2.0
Private,F,WHITE,ISCHEMIC LEG,2.0
Private,F,WHITE,ISCHEMIC RT FOOT,4.0
Private,F,WHITE,ISCHEMIC ULCER/SDA,4.0
Private,F,WHITE,IV HEPARIN\ PATENT FORAMEN OVALE,2.0
Private,F,WHITE,JAUNDICE,2.0
Private,F,WHITE,KIDNEY STONES,3.0
Private,F,WHITE,L5 METASTATIC TUMOR/SDA,2.0
Private,F,WHITE,LARGE BOWEL OBSTRUCTION,2.0
Private,F,WHITE,LARYNGEAL STENOSIS/SDA,4.0
Private,F,WHITE,LEFT BRAIN TUMOR/SDA,2.0
Private,F,WHITE,LEFT CAROTID ARTERY STENOSIS\LEFT CAROTID ARTERY ANGIOGRAM,2.0
Private,F,WHITE,LEFT CAROTID STENOSIS/SDA,2.0
Private,F,WHITE,LEFT CEREBRAL ANEURYSM/SDA,4.0
Private,F,WHITE,LEFT CEREBRAL ARTERY ANEURYSM/SDA,2.0
Private,F,WHITE,LEFT DISTAL TIBIA FRACTURE,2.0
Private,F,WHITE,"LEFT FEMORAL SUBTROCHANTERIC FX, NON-UNION/SDA",7.0
Private,F,WHITE,LEFT FEMUR FRACTURE,5.0
Private,F,WHITE,LEFT FOOT OSTEOMYELITIS/SDA,2.0
Private,F,WHITE,LEFT HIP AVASCULAR NECROSIS/SDA,2.0
Private,F,WHITE,LEFT LEG INFECTION;S/P CABG;EKG CHANGES,3.0
Private,F,WHITE,LEFT LUNG CA/SDA,2.0
Private,F,WHITE,LEFT MIDDLE CAROTID ARTERY ANEURYSM/SDA,3.0
Private,F,WHITE,LEFT RENAL MASS,2.0
Private,F,WHITE,LEFT RENAL MASS/SDA,2.0
Private,F,WHITE,LEFT SUBCLAVIAN DISEASE\SUBCLAVIAN INTERVENTION ,2.0
Private,F,WHITE,LEFT UPPER LOBE LUNG NODULE/SDA,3.0
Private,F,WHITE,LEFT VOCAL CORD PARALYSIS\LARYNGOSCOPY DIRECT;GEL FOAM INJECTION LEFT VOCAL CORD,3.0
Private,F,WHITE,LESION OF THE KIDNEY/SDA,3.0
Private,F,WHITE,LEUKEMIA,3.0
Private,F,WHITE,"LGE,BOWEL OBSTRUCTION",3.0
Private,F,WHITE,LINE INFECTION,4.0
Private,F,WHITE,LINE SEPSIS,2.0
Private,F,WHITE,LITHIUM TOXICITY,2.0
Private,F,WHITE,LIVER FAILURE,5.0
Private,F,WHITE,LIVER FAILURE-CHRONIC RENAL FAILURE,2.0
Private,F,WHITE,LIVER FAILURE;TYLENOL OVERDOSE,2.0
Private,F,WHITE,LIVER MASS/SDA,3.0
Private,F,WHITE,LIVER MASS;BACK PAIN,3.0
Private,F,WHITE,LIVER TRANSPLANT WORK UP,3.0
Private,F,WHITE,LIVING ADULT LIVER DONOR/SDA,4.0
Private,F,WHITE,LOWER GASTROINTESTINAL BLEED,2.0
Private,F,WHITE,LOWER GI BLEED,2.8181818181818183
Private,F,WHITE,LUMBAR SPINAL STENOSIS/SDA,2.0
Private,F,WHITE,LUMBAR STENOSIS/SDA,2.0
Private,F,WHITE,LUNG CA/SDA,7.0
Private,F,WHITE,LUNG CANCER RIGHT UPPER/SDA,2.0
Private,F,WHITE,LUNG CANCER/SDA,3.0
Private,F,WHITE,LUNG MASS/SDA,7.0
Private,F,WHITE,LUNG NODULE/SDA,2.0
Private,F,WHITE,LYMPHOMA,3.0
Private,F,WHITE,LYMPHOMA/ PLURAL EFFUSION,2.0
Private,F,WHITE,LYMPHOMA\CHEMO,2.0
Private,F,WHITE,MALIGNANT HYPERTENSION S/P KIDNEY TRANSPLANT,10.0
Private,F,WHITE,MALIGNANT MELANOMA OF SKIN AND SCALP AND NECK /SDA,2.0
Private,F,WHITE,MALIGNANT NEOPLASM OF OVARY TO DIAPHRAGM & LIVER,3.0
Private,F,WHITE,MASSIVE WEIGHT LOSS/SDA,2.0
Private,F,WHITE,MAST CELL CRISIS,17.0
Private,F,WHITE,MAST CELL DEGRANULATION,17.0
Private,F,WHITE,MAST CELL REACTION;CHEST PAIN,17.0
Private,F,WHITE,MASTOCYTOSIS,3.0
Private,F,WHITE,MASTOCYTOSIS FLARE,3.0
Private,F,WHITE,"MASTOCYTOSIS,GI BLEED",17.0
Private,F,WHITE,MASTOIDITIS. R. FACIAL MASS,3.0
Private,F,WHITE,MEDIAL PARIETAL TUMOR/SDA,2.0
Private,F,WHITE,MEDIASTINAL THYMIC CANCER/SDA,3.0
Private,F,WHITE,MELANOMA-INTRACRANIAL BLEED,3.0
Private,F,WHITE,MENINGIOMA/SDA,2.0
Private,F,WHITE,MENINGITIS,2.5
Private,F,WHITE,MENINGITIS/SDA,2.0
Private,F,WHITE,MENTAL STATUS CHANGE,5.0
Private,F,WHITE,MENTAL STATUS CHANGES,2.0
Private,F,WHITE,MESENTERIC ISCHEMIA,2.5
Private,F,WHITE,"MESH INFECTION, UMBILICAL WOUND/SDA",2.0
Private,F,WHITE,METASTASIS OCCULAR MELANOMA TO LIVER/SDA,2.0
Private,F,WHITE,METASTATIC BRAIN TUMOR/SDA,2.0
Private,F,WHITE,METASTATIC BREAST CANCER TO LIVER/SDA,3.0
Private,F,WHITE,METASTATIC COLON CANCER;NAUSEA;VOMITIN;HEADACHES,3.0
Private,F,WHITE,METASTATIC MELANOMA,2.3333333333333335
Private,F,WHITE,METASTATIC MELANOMA; RIGHT SUBMANDIBULAR MASS;PHARYNGEAL LESION/SDA,3.0
Private,F,WHITE,METASTATIC MELANOMA\INTERLEUKIN (HD-IL2),2.0
Private,F,WHITE,METASTATIC RENAL CELL CARCINOMA\CHEMOTHERAPY (HD-IL2),2.0
Private,F,WHITE,METASTATIC RENAL CELL CARCINOMA\INTERLEUKIN HIGH DOSE,2.0
Private,F,WHITE,METASTSTIC SARCOMA/SDA,2.0
Private,F,WHITE,METS TO BRAIN/SDA,2.0
Private,F,WHITE,MIDDLE CEREBRAL ARTERY ANEURYSM/SDA,2.0
Private,F,WHITE,MITAL VALVE PROLAPSE\MITRAL VALVE REPLACEMENT/SDA,2.0
Private,F,WHITE,MITRAL REGURGITATION\MITRAL VALVE REPAIR VS REPLACEMENT;CONMANINT MAZE/SDA,2.0
Private,F,WHITE,MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT REDO ,2.0
Private,F,WHITE,"MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",2.0
Private,F,WHITE,MITRAL REGURITATION\ MVR; MINIMALLY INVASIVE/SDA,2.0
Private,F,WHITE,MITRAL STENOSIS\MITRAL VALVE REPLACEMENT REDO ,2.0
Private,F,WHITE,MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT WITH TVR/SDA,2.0
Private,F,WHITE,"MITRAL VALVE ENDOCARDITIS\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE ",2.0
Private,F,WHITE,MITRAL VALVE INSUFFICENCY\MITRAL VALVE REPLACEMENT /SDA,2.0
Private,F,WHITE,MITRAL VALVE PROLAPSE\MITRAL VALVE REPLACEMENT; HEART PORT MINIMALLY INVASIVE/SDA,2.0
Private,F,WHITE,MITRAL VALVE REGURGITATION\MITRAL VALVE REPLACEMENT; ? TVR,2.0
Private,F,WHITE,MORBID OBESITY/SDA,2.3333333333333335
Private,F,WHITE,MORBID OBESTIY/SDA,2.0
Private,F,WHITE,MOTOR VEHICLE ACCIDENT\INJURIES,3.0
Private,F,WHITE,MR;AR\ AORTIC & MITRAL VALVE REPLACEMENT/SDA,2.0
Private,F,WHITE,MR\EXCISION OF STERNUM /SDA,2.0
Private,F,WHITE,MR\MITRAL VALVE REPLACEMENT,2.0
Private,F,WHITE,MR\MITRAL VALVE REPLACEMENT MINIMALLY INVASIVE APPROACH/SDA,2.0
Private,F,WHITE,"MR\MITRAL VALVE REPLACEMENT REDO, ? MYOMECTOMY/SDA",2.0
Private,F,WHITE,"MR\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",2.0
Private,F,WHITE,MR\MITRAL VALVE REPLACEMENT/SDA,2.0
Private,F,WHITE,MULTIFOCAL HEPATOCELLULAR CA/SDA,3.0
Private,F,WHITE,MVA,2.0
Private,F,WHITE,MVC;PELVIC FRACTURE,2.0
Private,F,WHITE,MVR\MITRAL VALVE REPAIR? REPLACEMENT ?TVR ,5.0
Private,F,WHITE,MYASTHEMIA GRAVIS & THYMIC MASS/SDA,2.0
Private,F,WHITE,MYASTHENIA CRISIS,2.0
Private,F,WHITE,MYASTHENIA GRAVIS,6.0
Private,F,WHITE,MYASTHENIA GRAVIS/SDA,2.0
Private,F,WHITE,MYELODYSPLASIA;BONE MARROW TRANSPLANT/SDA,2.0
Private,F,WHITE,MYELODYSPLASTIC SYNDROME\BONE MARROW TRANSPLANT,2.0
Private,F,WHITE,MYESTHENIA GRAVIS EXACERBATION,2.0
Private,F,WHITE,MYOCARDIAL INFARCTION,3.0
Private,F,WHITE,NAUSEA,10.0
Private,F,WHITE,NAUSEA W/VOMITING,2.0
Private,F,WHITE,"NAUSEA, VOMITTING",4.0
Private,F,WHITE,NAUSEA;VOMITING,5.0
Private,F,WHITE,NAUSEA;VOMITING;DIARRHEA,3.0
Private,F,WHITE,NAUSEA;VOMITING;S/P ABSCESS DRAINAGE,5.0
Private,F,WHITE,NECK PAIN,2.0
Private,F,WHITE,NECROTIZING PANCREATITIS,2.0
Private,F,WHITE,NEUTROPENIA,2.0
Private,F,WHITE,NEUTROPENIA;DIARRHEA,2.0
Private,F,WHITE,NEUTROPENIC;WEAKNESS,2.0
Private,F,WHITE,NEWBORN,2.019230769230769
Private,F,WHITE,"NO ST ELEVATION MI,PANCREATITIS",2.0
Private,F,WHITE,NON HODGKIN'S LYMPHOMA\BONE MARROW TRANSPLANT,2.0
Private,F,WHITE,NON Q MI;CHEST PAIN\CATH,3.0
Private,F,WHITE,NON Q MI\CATH,4.0
Private,F,WHITE,NON-HODGKIN'S LYMPHOMA\BONE MARROW TRANSPLANT,3.0
Private,F,WHITE,NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,2.0
Private,F,WHITE,NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,2.3333333333333335
Private,F,WHITE,NONRUPTED CEREBRAL ANEURYSM/SDA,2.0
Private,F,WHITE,"OBSTRUCTION,NAUSA, VOMITING",3.0
Private,F,WHITE,OCCIPITAL FRACTURE;SUBARACHNOID HEMATOMA;SYNCOPE,2.0
Private,F,WHITE,OCCIPITAL TUMOR/SDA,3.0
Private,F,WHITE,OPEN WOUND LEFT HAND/SDA,2.0
Private,F,WHITE,ORGAN DONOR,3.0
Private,F,WHITE,ORGAN DONOR ACCOUNT,2.0
Private,F,WHITE,OSTEOMYELITIS W/EPIDERAL EMPYEMA PARA/SDA,3.0
